,Impressions,Clicks,Conversions,Cost,CTR,Conversion Rate,CPM,CPC,Cost / Conversion
45,29663.0,125.0,3.0,50.0,0.0042140039780197555,0.024,1.685601591207902,0.4,16.666666666666668
46,48714.0,166.0,4.0,35.47,0.0034076446196165374,0.024096385542168676,0.7281274376975818,0.21367469879518072,8.8675
47,23892.0,104.0,8.0,50.0,0.004352921479993303,0.07692307692307693,2.092750711535242,0.4807692307692308,6.25
48,21923.0,103.0,4.0,50.0,0.00469826209916526,0.038834951456310676,2.28070975687634,0.4854368932038835,12.5
49,35382.0,162.0,3.0,50.0,0.004578599287773444,0.018518518518518517,1.4131479283251371,0.30864197530864196,16.666666666666668
50,38568.0,159.0,3.0,50.0,0.004122588674548849,0.018867924528301886,1.2964115328769965,0.31446540880503143,16.666666666666668
51,29010.0,139.0,5.0,50.0,0.00479145122371596,0.03597122302158273,1.723543605653223,0.3597122302158273,10.0
52,46352.0,171.0,3.0,43.18,0.0036891612012426647,0.017543859649122806,0.9315671384190543,0.2525146198830409,14.393333333333333
53,46470.0,152.0,5.0,50.0,0.003270927480094685,0.03289473684210526,1.0759629868732514,0.32894736842105265,10.0
54,51390.0,185.0,3.0,49.3,0.003599922163845106,0.016216216216216217,0.959330609067912,0.2664864864864865,16.433333333333334
55,50507.0,127.0,2.0,33.42,0.002514502940186509,0.015748031496062992,0.6616904587482924,0.26314960629921264,16.71
56,46965.0,149.0,4.0,37.91,0.0031725753220483337,0.026845637583892617,0.8071968487171297,0.25442953020134224,9.4775
57,39086.0,154.0,3.0,50.0,0.003940029678145628,0.01948051948051948,1.2792304149823466,0.3246753246753247,16.666666666666668
58,43834.0,140.0,3.0,41.38,0.0031938677738741618,0.02142857142857143,0.9440160605922343,0.2955714285714286,13.793333333333335
59,31606.0,135.0,3.0,50.0,0.004271340884642157,0.022222222222222223,1.5819781054230209,0.37037037037037035,16.666666666666668
60,38735.0,141.0,5.0,50.0,0.0036401187556473476,0.03546099290780142,1.290822253775655,0.3546099290780142,10.0
61,33563.0,107.0,3.0,50.0,0.0031880344426898667,0.028037383177570093,1.4897357208831155,0.4672897196261682,16.666666666666668
62,41072.0,151.0,4.0,50.0,0.003676470588235294,0.026490066225165563,1.2173743669653292,0.33112582781456956,12.5
63,49703.0,170.0,2.0,46.86,0.003420316681085649,0.011764705882352941,0.9428002333863147,0.2756470588235294,23.43
64,49700.0,109.0,1.0,47.6,0.002193158953722334,0.009174311926605505,0.9577464788732395,0.43669724770642204,47.6
65,54448.0,162.0,5.0,41.58,0.002975315897737291,0.030864197530864196,0.7636644137525712,0.25666666666666665,8.315999999999999
66,41221.0,124.0,3.0,50.0,0.0030081754445549598,0.024193548387096774,1.212973969578613,0.4032258064516129,16.666666666666668
67,30818.0,139.0,5.0,50.0,0.004510351093516776,0.03597122302158273,1.622428450905315,0.3597122302158273,10.0
68,45267.0,127.0,3.0,50.0,0.002805575805774626,0.023622047244094488,1.104557403848278,0.3937007874015748,16.666666666666668
69,37708.0,126.0,3.0,50.0,0.0033414660019094092,0.023809523809523808,1.3259785721862734,0.3968253968253968,16.666666666666668
70,41407.0,133.0,2.0,50.0,0.0032120172917622625,0.015037593984962405,1.2075252976549857,0.37593984962406013,25.0
71,25083.0,105.0,4.0,50.0,0.004186102140892238,0.0380952380952381,1.9933819718534465,0.47619047619047616,12.5
72,38823.0,146.0,4.0,50.0,0.003760657342297092,0.0273972602739726,1.2878963501017437,0.3424657534246575,12.5
73,19124.0,102.0,5.0,50.0,0.0053336122150177785,0.049019607843137254,2.614515791675382,0.49019607843137253,10.0
74,43401.0,119.0,3.0,41.88,0.0027418723070896985,0.025210084033613446,0.9649547245455175,0.3519327731092437,13.96
75,43433.0,197.0,7.0,50.0,0.004535721686275413,0.03553299492385787,1.1511983975318305,0.25380710659898476,7.142857142857143
76,34900.0,146.0,4.0,50.0,0.004183381088825215,0.0273972602739726,1.4326647564469914,0.3424657534246575,12.5
77,28526.0,126.0,7.0,50.0,0.0044170230666760145,0.05555555555555555,1.7527869312206408,0.3968253968253968,7.142857142857143
78,36798.0,117.0,3.0,50.0,0.003179520626120985,0.02564102564102564,1.358769498342301,0.42735042735042733,16.666666666666668
79,47069.0,157.0,3.0,50.0,0.003335528691920372,0.01910828025477707,1.062270284051074,0.3184713375796178,16.666666666666668
80,42271.0,162.0,3.0,50.0,0.003832414657803222,0.018518518518518517,1.1828440301861798,0.30864197530864196,16.666666666666668
81,49037.0,130.0,2.0,43.52,0.002651059404123417,0.015384615384615385,0.8874931174419317,0.3347692307692308,21.76
82,45583.0,121.0,3.0,35.11,0.0026544983875567644,0.024793388429752067,0.7702432924555207,0.29016528925619833,11.703333333333333
83,31009.0,121.0,4.0,50.0,0.0039020929407591345,0.03305785123966942,1.6124350994872456,0.4132231404958678,12.5
84,21162.0,113.0,4.0,50.0,0.005339759947074946,0.035398230088495575,2.3627256402986485,0.4424778761061947,12.5
85,21150.0,100.0,5.0,50.0,0.004728132387706856,0.05,2.3640661938534278,0.5,10.0
86,43073.0,169.0,3.0,50.0,0.003923571610986,0.01775147928994083,1.160820003250296,0.2958579881656805,16.666666666666668
87,48305.0,170.0,3.0,42.4,0.0035193044198323156,0.01764705882352941,0.8777559258875893,0.24941176470588233,14.133333333333333
88,33101.0,124.0,3.0,50.0,0.003746110389414217,0.024193548387096774,1.5105283828283134,0.4032258064516129,16.666666666666668
89,18910.0,98.0,6.0,50.0,0.0051824431517715494,0.061224489795918366,2.6441036488630356,0.5102040816326531,8.333333333333334
90,39327.0,128.0,3.0,50.0,0.0032547613598799805,0.0234375,1.2713911562031175,0.390625,16.666666666666668
91,37795.0,160.0,3.0,50.0,0.00423336420161397,0.01875,1.3229263130043656,0.3125,16.666666666666668
92,47987.0,105.0,3.0,42.8,0.002188092608414779,0.02857142857142857,0.8919082251443098,0.4076190476190476,14.266666666666666
93,40375.0,163.0,3.0,50.0,0.004037151702786378,0.018404907975460124,1.238390092879257,0.3067484662576687,16.666666666666668
94,46672.0,148.0,2.0,46.31,0.0031710661638669865,0.013513513513513514,0.9922437435721634,0.3129054054054054,23.155
95,26759.0,106.0,4.0,50.0,0.003961284053963152,0.03773584905660377,1.8685302141335627,0.4716981132075472,12.5
96,52969.0,187.0,3.0,50.0,0.0035303668183277012,0.016042780748663103,0.9439483471464442,0.26737967914438504,16.666666666666668
97,33392.0,138.0,3.0,50.0,0.004132726401533301,0.021739130434782608,1.4973646382367034,0.36231884057971014,16.666666666666668
98,46696.0,150.0,4.0,46.86,0.0032122665752955283,0.02666666666666667,1.003512078122323,0.3124,11.715
99,33861.0,115.0,3.0,50.0,0.0033962375594341573,0.02608695652173913,1.476625025840938,0.43478260869565216,16.666666666666668
100,43269.0,174.0,4.0,50.0,0.00402135478055883,0.022988505747126436,1.155561718551388,0.28735632183908044,12.5
101,25752.0,107.0,3.0,50.0,0.004155017086051569,0.028037383177570093,1.941596769182976,0.4672897196261682,16.666666666666668
102,28624.0,120.0,6.0,50.0,0.004192286193404136,0.05,1.7467859139183903,0.4166666666666667,8.333333333333334
103,46974.0,160.0,3.0,44.77,0.00340613956656874,0.01875,0.9530804274705157,0.2798125,14.923333333333334
104,39711.0,120.0,2.0,50.0,0.0030218327415577548,0.016666666666666666,1.2590969756490644,0.4166666666666667,25.0
105,36811.0,121.0,3.0,50.0,0.003287060932873326,0.024793388429752067,1.3582896416831927,0.4132231404958678,16.666666666666668
106,42816.0,159.0,4.0,50.0,0.0037135650224215245,0.025157232704402517,1.1677877428998507,0.31446540880503143,12.5
107,49413.0,156.0,3.0,50.0,0.0031570639305445935,0.019230769230769232,1.011879464918139,0.32051282051282054,16.666666666666668
108,27146.0,122.0,6.0,50.0,0.004494216459146836,0.04918032786885246,1.8418919914536211,0.4098360655737705,8.333333333333334
109,29846.0,143.0,4.0,50.0,0.00479126181062789,0.027972027972027972,1.675266367352409,0.34965034965034963,12.5
110,38149.0,125.0,3.0,50.0,0.0032766258617526016,0.024,1.3106503447010407,0.4,16.666666666666668
111,49508.0,194.0,3.0,49.66,0.003918558616789206,0.015463917525773196,1.00307021087501,0.25597938144329896,16.55333333333333
112,30732.0,123.0,2.0,50.0,0.004002342834830144,0.016260162601626018,1.6269686320447743,0.4065040650406504,25.0
113,27388.0,110.0,5.0,50.0,0.004016357528844749,0.045454545454545456,1.8256170585657954,0.45454545454545453,10.0
114,46529.0,122.0,3.0,50.0,0.002622020675277784,0.02459016393442623,1.0745986374089276,0.4098360655737705,16.666666666666668
115,30887.0,124.0,3.0,50.0,0.004014633988409363,0.024193548387096774,1.6188040275844207,0.4032258064516129,16.666666666666668
116,35972.0,129.0,5.0,50.0,0.0035861225397531412,0.03875968992248062,1.3899699766485045,0.3875968992248062,10.0
117,39523.0,186.0,3.0,50.0,0.004706120486805151,0.016129032258064516,1.265086152366976,0.26881720430107525,16.666666666666668
118,48312.0,156.0,3.0,37.53,0.003229011425732737,0.019230769230769232,0.7768256333830104,0.24057692307692308,12.51
119,31679.0,126.0,3.0,50.0,0.003977398276460747,0.023809523809523808,1.5783326493891852,0.3968253968253968,16.666666666666668
120,20599.0,84.0,4.0,50.0,0.004077867857662993,0.047619047619047616,2.4273022962279724,0.5952380952380952,12.5
121,29309.0,111.0,2.0,50.0,0.0037872325906718072,0.018018018018018018,1.7059606264287421,0.45045045045045046,25.0
122,42683.0,231.0,8.0,50.0,0.005411990722301619,0.03463203463203463,1.1714265632687486,0.21645021645021645,6.25
123,30338.0,116.0,3.0,50.0,0.0038235875799327575,0.02586206896551724,1.6480980947986024,0.43103448275862066,16.666666666666668
124,45360.0,197.0,4.0,50.0,0.004343033509700177,0.02030456852791878,1.1022927689594355,0.25380710659898476,12.5
125,41719.0,130.0,3.0,50.0,0.003116086195738153,0.023076923076923078,1.1984946906685203,0.38461538461538464,16.666666666666668
126,43026.0,125.0,3.0,27.73,0.002905220099474736,0.024,0.6444940268674755,0.22184,9.243333333333334
127,41460.0,157.0,2.0,50.0,0.003786782440906898,0.012738853503184714,1.20598166907863,0.3184713375796178,25.0
128,32683.0,119.0,4.0,50.0,0.0036410366245448705,0.03361344537815126,1.5298473212373405,0.42016806722689076,12.5
129,51519.0,167.0,4.0,50.0,0.0032415225450804558,0.023952095808383235,0.9705157320600167,0.2994011976047904,12.5
130,43356.0,132.0,3.0,50.0,0.003044561306393579,0.022727272727272728,1.1532429190884768,0.3787878787878788,16.666666666666668
131,49535.0,148.0,2.0,45.81,0.0029877864136469163,0.013513513513513514,0.9248006460078733,0.30952702702702706,22.905
132,41658.0,150.0,3.0,50.0,0.0036007489557828027,0.02,1.200249651927601,0.3333333333333333,16.666666666666668
133,41731.0,173.0,3.0,50.0,0.004145599194843162,0.017341040462427744,1.1981500563130525,0.28901734104046245,16.666666666666668
134,42167.0,162.0,6.0,50.0,0.003841866862712548,0.037037037037037035,1.185761377380416,0.30864197530864196,8.333333333333334
135,21731.0,120.0,5.0,50.0,0.005522065252404399,0.041666666666666664,2.3008605218351663,0.4166666666666667,10.0
136,43812.0,146.0,4.0,40.51,0.003332420341458961,0.0273972602739726,0.9246325207705651,0.2774657534246575,10.1275
137,39849.0,115.0,2.0,50.0,0.002885894250796758,0.017391304347826087,1.254736630781199,0.43478260869565216,25.0
138,29093.0,134.0,4.0,50.0,0.0046059189495754995,0.029850746268656716,1.7186264737222012,0.373134328358209,12.5
139,40237.0,153.0,3.0,50.0,0.0038024703630986406,0.0196078431372549,1.2426373735616474,0.32679738562091504,16.666666666666668
140,35134.0,136.0,2.0,50.0,0.0038708942904309217,0.014705882352941176,1.4231229008937212,0.36764705882352944,25.0
141,34914.0,165.0,5.0,50.0,0.004725897920604915,0.030303030303030304,1.4320902789711865,0.30303030303030304,10.0
142,44176.0,162.0,4.0,50.0,0.003667149583484245,0.024691358024691357,1.131836291198841,0.30864197530864196,12.5
143,40637.0,144.0,3.0,37.93,0.003543568668947019,0.020833333333333332,0.9333858306469474,0.26340277777777776,12.643333333333333
144,33404.0,139.0,5.0,50.0,0.004161178301999761,0.03597122302158273,1.4968267273380436,0.3597122302158273,10.0
145,29118.0,148.0,6.0,50.0,0.00508276667353527,0.04054054054054054,1.717150903221375,0.33783783783783783,8.333333333333334
146,39839.0,137.0,3.0,50.0,0.0034388413363789254,0.021897810218978103,1.2550515826200457,0.36496350364963503,16.666666666666668
147,36463.0,166.0,3.0,50.0,0.004552560129446288,0.018072289156626505,1.3712530510380385,0.30120481927710846,16.666666666666668
148,24677.0,106.0,4.0,50.0,0.004295497831989302,0.03773584905660377,2.0261782226364633,0.4716981132075472,12.5
149,41226.0,167.0,4.0,50.0,0.004050841701838646,0.023952095808383235,1.212826856837918,0.2994011976047904,12.5
150,45881.0,129.0,4.0,50.0,0.0028116213683223993,0.031007751937984496,1.0897757241559687,0.3875968992248062,12.5
151,35945.0,117.0,2.0,50.0,0.0032549728752260397,0.017094017094017096,1.3910140492418974,0.42735042735042733,25.0
152,40284.0,120.0,2.0,50.0,0.002978850163836759,0.016666666666666666,1.2411875682653162,0.4166666666666667,25.0
153,44013.0,175.0,3.0,50.0,0.003976097971054007,0.017142857142857144,1.1360279917297162,0.2857142857142857,16.666666666666668
154,48494.0,146.0,2.0,50.0,0.003010681733822741,0.0136986301369863,1.0310553882954592,0.3424657534246575,25.0
155,34419.0,120.0,3.0,50.0,0.0034864464394665736,0.025,1.4526860164444055,0.4166666666666667,16.666666666666668
156,24501.0,126.0,5.0,50.0,0.005142647238888209,0.03968253968253968,2.040733031304845,0.3968253968253968,10.0
157,38732.0,126.0,3.0,50.0,0.003253124031808324,0.023809523809523808,1.290922234844573,0.3968253968253968,16.666666666666668
158,33286.0,138.0,5.0,50.0,0.004145887159766869,0.036231884057971016,1.5021330289010395,0.36231884057971014,10.0
159,44705.0,175.0,4.0,50.0,0.003914550945084442,0.022857142857142857,1.1184431271669835,0.2857142857142857,12.5
160,46534.0,188.0,3.0,50.0,0.004040056732711566,0.015957446808510637,1.0744831735935017,0.26595744680851063,16.666666666666668
161,30220.0,118.0,4.0,50.0,0.0039046988749172735,0.03389830508474576,1.654533421575116,0.423728813559322,12.5
162,49492.0,179.0,3.0,50.0,0.0036167461407904306,0.01675977653631285,1.0102642851369918,0.27932960893854747,16.666666666666668
163,38374.0,116.0,3.0,50.0,0.0030228800750508157,0.02586206896551724,1.3029655495908687,0.43103448275862066,16.666666666666668
164,46686.0,163.0,3.0,50.0,0.003491410701280898,0.018404907975460124,1.070984877693527,0.3067484662576687,16.666666666666668
165,25327.0,131.0,4.0,50.0,0.00517234571800845,0.030534351145038167,1.9741777549650572,0.3816793893129771,12.5
166,27812.0,101.0,3.0,50.0,0.003631525960017259,0.0297029702970297,1.797785128721415,0.49504950495049505,16.666666666666668
167,44566.0,146.0,3.0,50.0,0.0032760400305165372,0.02054794520547945,1.121931517300184,0.3424657534246575,16.666666666666668
168,30770.0,167.0,4.0,50.0,0.005427364315892103,0.023952095808383235,1.6249593760155996,0.2994011976047904,12.5
169,32063.0,128.0,3.0,50.0,0.003992140473442909,0.0234375,1.5594298724386364,0.390625,16.666666666666668
170,31960.0,159.0,3.0,50.0,0.004974968710888611,0.018867924528301886,1.5644555694618272,0.31446540880503143,16.666666666666668
171,33667.0,195.0,4.0,50.0,0.005792021861169692,0.020512820512820513,1.485133810556331,0.2564102564102564,12.5
172,49556.0,189.0,3.0,46.28,0.0038138671402050206,0.015873015873015872,0.9338929695697796,0.24486772486772487,15.426666666666668
173,38525.0,122.0,2.0,50.0,0.0031667748215444516,0.01639344262295082,1.2978585334198571,0.4098360655737705,25.0
174,48503.0,141.0,3.0,39.43,0.00290703667814362,0.02127659574468085,0.8129394058099499,0.279645390070922,13.143333333333333
175,49072.0,180.0,3.0,41.51,0.003668079556569938,0.016666666666666666,0.8458999021845451,0.2306111111111111,13.836666666666666
176,53934.0,162.0,3.0,48.85,0.003003671153632217,0.018518518518518517,0.9057366410798384,0.3015432098765432,16.283333333333335
177,42491.0,158.0,7.0,50.0,0.003718434492010073,0.04430379746835443,1.1767197759525547,0.31645569620253167,7.142857142857143
178,44706.0,182.0,3.0,50.0,0.004071041918310741,0.016483516483516484,1.118418109426028,0.27472527472527475,16.666666666666668
179,32845.0,127.0,4.0,50.0,0.0038666463693103974,0.031496062992125984,1.522301720200944,0.3937007874015748,12.5
180,44562.0,165.0,3.0,50.0,0.0037027063417261344,0.01818181818181818,1.1220322247654952,0.30303030303030304,16.666666666666668
181,43874.0,151.0,3.0,48.36,0.0034416738843050555,0.019867549668874173,1.1022473446688243,0.32026490066225166,16.12
182,22033.0,85.0,3.0,50.0,0.003857849589252485,0.03529411764705882,2.2693232877955793,0.5882352941176471,16.666666666666668
183,35642.0,150.0,4.0,50.0,0.004208518040514001,0.02666666666666667,1.402839346838,0.3333333333333333,12.5
184,31022.0,118.0,2.0,50.0,0.003803752175875185,0.01694915254237288,1.611759396557282,0.423728813559322,25.0
185,44190.0,170.0,3.0,50.0,0.003847024213622992,0.01764705882352941,1.1314777098891153,0.29411764705882354,16.666666666666668
186,45430.0,176.0,4.0,50.0,0.00387409200968523,0.022727272727272728,1.100594320933304,0.2840909090909091,12.5
187,34108.0,150.0,4.0,50.0,0.004397795238653688,0.02666666666666667,1.465931746217896,0.3333333333333333,12.5
188,49058.0,158.0,2.0,50.0,0.003220677565330833,0.012658227848101266,1.0192017611806432,0.31645569620253167,25.0
189,51030.0,125.0,2.0,32.68,0.0024495394865765236,0.016,0.6404076033705663,0.26144,16.34
190,30319.0,129.0,4.0,50.0,0.004254757742669613,0.031007751937984496,1.649130908011478,0.3875968992248062,12.5
191,41323.0,165.0,3.0,50.0,0.003992933717300293,0.01818181818181818,1.209979914333422,0.30303030303030304,16.666666666666668
192,36010.0,134.0,2.0,50.0,0.003721188558733685,0.014925373134328358,1.3885031935573453,0.373134328358209,25.0
193,35538.0,129.0,3.0,50.0,0.0036299172716528784,0.023255813953488372,1.4069446789352242,0.3875968992248062,16.666666666666668
194,37469.0,127.0,4.0,50.0,0.0033894686273986496,0.031496062992125984,1.3344364674797833,0.3937007874015748,12.5
195,47247.0,167.0,3.0,44.24,0.0035346159544521346,0.017964071856287425,0.9363557474548648,0.26491017964071856,14.746666666666668
196,31780.0,138.0,4.0,50.0,0.00434235368156073,0.028985507246376812,1.5733165512901197,0.36231884057971014,12.5
197,37658.0,170.0,3.0,50.0,0.004514313027776303,0.01764705882352941,1.3277391258165596,0.29411764705882354,16.666666666666668
198,47553.0,196.0,3.0,43.6,0.004121716821231048,0.015306122448979591,0.9168717010493554,0.22244897959183674,14.533333333333333
199,31894.0,101.0,3.0,50.0,0.0031667398256725403,0.0297029702970297,1.567692983006208,0.49504950495049505,16.666666666666668
200,25585.0,124.0,3.0,50.0,0.004846589798710181,0.024193548387096774,1.9542700801250734,0.4032258064516129,16.666666666666668
201,47946.0,141.0,3.0,37.5,0.0029408084094606434,0.02127659574468085,0.7821298961331498,0.26595744680851063,12.5
202,44253.0,154.0,4.0,50.0,0.003479990057171265,0.025974025974025976,1.1298669016789822,0.3246753246753247,12.5
203,30180.0,107.0,3.0,50.0,0.0035453943008614975,0.028037383177570093,1.6567263088137838,0.4672897196261682,16.666666666666668
204,30676.0,141.0,5.0,50.0,0.0045964271743382445,0.03546099290780142,1.629938714304342,0.3546099290780142,10.0
205,29617.0,130.0,4.0,50.0,0.004389370969375696,0.03076923076923077,1.688219603606037,0.38461538461538464,12.5
206,46788.0,160.0,2.0,49.77,0.0034196802598956996,0.0125,1.0637342908438063,0.3110625,24.885
207,33990.0,139.0,3.0,50.0,0.004089438070020594,0.02158273381294964,1.4710208884966167,0.3597122302158273,16.666666666666668
208,49444.0,197.0,3.0,42.29,0.003984305476903163,0.015228426395939087,0.855311058975811,0.21467005076142132,14.096666666666666
209,34950.0,160.0,3.0,50.0,0.004577968526466381,0.01875,1.4306151645207439,0.3125,16.666666666666668
210,46203.0,128.0,4.0,50.0,0.0027703828755708503,0.03125,1.0821808107698634,0.390625,12.5
211,43612.0,150.0,4.0,50.0,0.0034394203430248554,0.02666666666666667,1.1464734476749519,0.3333333333333333,12.5
212,41123.0,147.0,3.0,50.0,0.003574641927874912,0.02040816326530612,1.2158646013179972,0.3401360544217687,16.666666666666668
213,21986.0,115.0,4.0,50.0,0.005230601291731102,0.034782608695652174,2.2741744746656964,0.43478260869565216,12.5
214,27658.0,130.0,4.0,50.0,0.004700267553691518,0.03076923076923077,1.8077952129582762,0.38461538461538464,12.5
215,32836.0,160.0,4.0,50.0,0.004872700694359849,0.025,1.5227189669874528,0.3125,12.5
216,19816.0,71.0,3.0,50.0,0.0035829632620104964,0.04225352112676056,2.5232135647961242,0.704225352112676,16.666666666666668
217,37508.0,128.0,4.0,50.0,0.003412605310867015,0.03125,1.3330489495574278,0.390625,12.5
218,40231.0,153.0,2.0,39.28,0.0038030374586761452,0.013071895424836602,0.9763615122666601,0.25673202614379087,19.64
219,27138.0,96.0,2.0,50.0,0.0035374751271280125,0.020833333333333332,1.8424349620458398,0.5208333333333334,25.0
220,37134.0,156.0,4.0,50.0,0.004201001777346906,0.02564102564102564,1.3464749286368287,0.32051282051282054,12.5
221,27997.0,110.0,3.0,50.0,0.003928992392042005,0.02727272727272727,1.7859056327463656,0.45454545454545453,16.666666666666668
222,28050.0,148.0,4.0,50.0,0.005276292335115865,0.02702702702702703,1.7825311942959001,0.33783783783783783,12.5
223,32077.0,140.0,4.0,50.0,0.004364497926863485,0.02857142857142857,1.5587492595941017,0.35714285714285715,12.5
224,43867.0,154.0,3.0,50.0,0.0035106116214922377,0.01948051948051948,1.1398089680169603,0.3246753246753247,16.666666666666668
225,19364.0,96.0,8.0,50.0,0.004957653377401363,0.08333333333333333,2.58211113406321,0.5208333333333334,6.25
226,32395.0,130.0,6.0,50.0,0.004012964963728971,0.046153846153846156,1.5434480629726808,0.38461538461538464,8.333333333333334
227,33069.0,115.0,3.0,50.0,0.0034775771870936526,0.02608695652173913,1.5119900813450664,0.43478260869565216,16.666666666666668
228,35055.0,117.0,2.0,50.0,0.003337612323491656,0.017094017094017096,1.426330052774212,0.42735042735042733,25.0
229,50729.0,137.0,2.0,43.75,0.0027006248891166787,0.014598540145985401,0.8624258313785014,0.3193430656934307,21.875
